FISCAL YEAR,Month,FUND,ACCOUNT GROUP NAME,EXPENDITURE
2016,1,100,SALARIES AND BENEFITS,4820993.35
2020,12,100,SALARIES AND BENEFITS,4790895.81
2011,6,26D,NOT DEF,4751740.25
2019,9,100,SALARIES AND BENEFITS,4743155.75
2019,11,100,SALARIES AND BENEFITS,4742754.81
2019,11,100,SALARIES AND BENEFITS,4742754.81
2016,8,100,SALARIES AND BENEFITS,4734724.47
2019,7,100,SALARIES AND BENEFITS,4718345.5
2018,5,100,SALARIES AND BENEFITS,4715555.64
2015,3,100,SALARIES AND BENEFITS,4704130.78
2017,9,100,SALARIES AND BENEFITS,4665292.3
2017,5,100,SALARIES AND BENEFITS,4653840.53
2019,10,100,SALARIES AND BENEFITS,4647338.49
2015,9,100,SALARIES AND BENEFITS,4599979.9
2018,1,100,SALARIES AND BENEFITS,4587799.61
2016,11,100,SALARIES AND BENEFITS,4585448.75
2014,4,100,SALARIES AND BENEFITS,4579062.03
2020,12,100,SALARIES AND BENEFITS,4572626.45
2016,12,100,SALARIES AND BENEFITS,4564105.63
2016,10,100,SALARIES AND BENEFITS,4561927.29
2019,2,298,NOT DEF,4548377.5
2019,2,298,NOT DEF,4548377.5
2016,3,100,SALARIES AND BENEFITS,4527789.47
2015,10,100,SALARIES AND BENEFITS,4526002.25
2016,2,100,SALARIES AND BENEFITS,4525346.34
2014,9,100,SALARIES AND BENEFITS,4520495.64
2016,6,100,SALARIES AND BENEFITS,4507192.82
2015,11,100,SALARIES AND BENEFITS,4506663.07
2016,9,100,SALARIES AND BENEFITS,4480447.01
2015,2,100,SALARIES AND BENEFITS,4464165.43
2018,1,100,SALARIES AND BENEFITS,4454182.78
2015,8,100,SALARIES AND BENEFITS,4444856.06
2016,5,100,SALARIES AND BENEFITS,4435856.4
2011,6,47C,NOT DEF,4426774.95
2016,4,100,SALARIES AND BENEFITS,4422692.13
2019,12,100,SALARIES AND BENEFITS,4416791.45
2012,10,100,SALARIES AND BENEFITS,4409052.73
2017,8,100,SALARIES AND BENEFITS,4400786.92
2015,5,100,SALARIES AND BENEFITS,4398467.68
2011,6,44D,NOT DEF,4394628.35
2015,4,100,SALARIES AND BENEFITS,4388043.27
2015,12,100,SALARIES AND BENEFITS,4384340.47
2018,11,100,EXPENSES,4376640.98
2019,7,100,SALARIES AND BENEFITS,4374039.02
2015,6,100,SALARIES AND BENEFITS,4365660.33
2019,12,100,SALARIES AND BENEFITS,4361252.16
2014,6,100,SALARIES AND BENEFITS,4358184.24
2020,10,100,EXPENSES,4349752.37
2013,4,100,SALARIES AND BENEFITS,4344213.82
2011,6,554,NOT DEF,4330500
2015,2,100,SALARIES AND BENEFITS,4306896.71
2015,4,100,SALARIES AND BENEFITS,4306819.81
2016,6,100,SALARIES AND BENEFITS,4299556.75
2012,10,100,SALARIES AND BENEFITS,4298432.27
2016,1,100,SALARIES AND BENEFITS,4287192.6
2019,7,100,SALARIES AND BENEFITS,4286065.8
2012,4,100,SALARIES AND BENEFITS,4245503.52
2015,5,100,SALARIES AND BENEFITS,4238919.55
2015,6,100,SALARIES AND BENEFITS,4237014.24
2011,6,857,NOT DEF,4237000
2011,6,26C,NOT DEF,4213080.54
2016,9,100,SALARIES AND BENEFITS,4200959.35
2013,10,100,SALARIES AND BENEFITS,4181533.15
2014,5,100,SALARIES AND BENEFITS,4180452.92
2018,9,100,EXPENSES,4168127.61
2014,2,100,SALARIES AND BENEFITS,4164874.28
2014,8,100,SALARIES AND BENEFITS,4163942.27
2014,1,100,SALARIES AND BENEFITS,4154545.76
2020,12,100,SALARIES AND BENEFITS,4138280.08
2014,12,100,SALARIES AND BENEFITS,4109747.62
2015,1,339,NOT DEF,4107242.5
2014,3,100,SALARIES AND BENEFITS,4099814.84
2012,4,100,SALARIES AND BENEFITS,4095066.12
2014,3,100,SALARIES AND BENEFITS,4089698.11
2014,8,100,SALARIES AND BENEFITS,4084020.6
2015,11,100,SALARIES AND BENEFITS,4083876.29
2020,3,100,SALARIES AND BENEFITS,4081417.64
2014,5,100,SALARIES AND BENEFITS,4072999.96
2017,4,100,SALARIES AND BENEFITS,4037840.24
2012,12,100,SALARIES AND BENEFITS,4036558.25
2014,10,100,SALARIES AND BENEFITS,4034927.94
2013,2,100,SALARIES AND BENEFITS,4024405.51
2014,6,100,SALARIES AND BENEFITS,4023331.84
2014,2,100,SALARIES AND BENEFITS,4021716.54
2014,11,100,SALARIES AND BENEFITS,4014054.98
2013,6,100,SALARIES AND BENEFITS,4000149.25
2011,6,339,NOT DEF,4000000
2013,3,100,SALARIES AND BENEFITS,3975190.37
2015,8,100,SALARIES AND BENEFITS,3972942.06
2014,10,100,SALARIES AND BENEFITS,3960633.73
2013,5,100,SALARIES AND BENEFITS,3949741.04
2016,5,100,SALARIES AND BENEFITS,3947634.74
2015,1,100,SALARIES AND BENEFITS,3927779.2
2015,12,100,SALARIES AND BENEFITS,3919915.53
2017,7,100,SALARIES AND BENEFITS,3915633.83
2015,7,100,EQUIPMENT,3908291.52
2016,11,100,SALARIES AND BENEFITS,3897896.08
2020,2,100,SALARIES AND BENEFITS,3891353.31
2015,10,100,SALARIES AND BENEFITS,3882337.66
2019,12,100,SALARIES AND BENEFITS,3878646.43
2011,6,857,NOT DEF,3876293
2011,6,339,NOT DEF,3875990.9
2014,1,100,SALARIES AND BENEFITS,3870988.44
2015,2,100,SALARIES AND BENEFITS,3865759.17
2020,3,100,SALARIES AND BENEFITS,3864657.33
2016,4,100,SALARIES AND BENEFITS,3818395.99
2015,11,100,SALARIES AND BENEFITS,3818275.19
2018,3,27A,NOT DEF,3804522.3
2012,7,100,SALARIES AND BENEFITS,3794367.48
2014,11,100,SALARIES AND BENEFITS,3792522.86
2016,3,100,SALARIES AND BENEFITS,3776494.3
2013,1,100,SALARIES AND BENEFITS,3768378.42
2020,10,100,SALARIES AND BENEFITS,3763774.76
2012,5,100,SALARIES AND BENEFITS,3756981.35
2013,6,100,SALARIES AND BENEFITS,3749496.61
2018,3,100,SALARIES AND BENEFITS,3735799.68
2013,5,100,SALARIES AND BENEFITS,3735439.93
2020,1,100,SALARIES AND BENEFITS,3732981.76
2017,5,100,SALARIES AND BENEFITS,3725979.59
2013,1,100,SALARIES AND BENEFITS,3723792.12
2015,6,100,SALARIES AND BENEFITS,3720394.19
2019,7,100,SALARIES AND BENEFITS,3705026.23
2019,1,100,SALARIES AND BENEFITS,3696270.04
2019,1,100,SALARIES AND BENEFITS,3696270.04
2012,3,100,SALARIES AND BENEFITS,3695571.23
2016,1,100,SALARIES AND BENEFITS,3694613.67
2016,12,100,SALARIES AND BENEFITS,3682446.26
2015,6,339,NOT DEF,3681640
2014,12,100,SALARIES AND BENEFITS,3680233.29
2013,12,100,SALARIES AND BENEFITS,3657499.3
2013,2,100,SALARIES AND BENEFITS,3650760.21
2015,5,100,SALARIES AND BENEFITS,3650048.97
2015,4,100,SALARIES AND BENEFITS,3648153.67
2018,1,100,SALARIES AND BENEFITS,3633844.96
2011,6,44D,NOT DEF,3620777
2013,3,100,SALARIES AND BENEFITS,3604666.07
2019,2,100,SALARIES AND BENEFITS,3598743.68
2019,2,100,SALARIES AND BENEFITS,3598743.68
2018,12,100,SALARIES AND BENEFITS,3597098.8
2017,7,100,SALARIES AND BENEFITS,3594541.3
2012,1,100,SALARIES AND BENEFITS,3588157.82
2015,10,100,SALARIES AND BENEFITS,3572355.27
2017,9,100,SALARIES AND BENEFITS,3567066.87
2019,7,100,SALARIES AND BENEFITS,3562578.75
2017,4,100,SALARIES AND BENEFITS,3552971.08
2013,9,100,SALARIES AND BENEFITS,3546711.41
2018,5,100,SALARIES AND BENEFITS,3541221.38
2013,11,100,SALARIES AND BENEFITS,3537857.15
2012,12,100,SALARIES AND BENEFITS,3537437.88
2011,6,289,NOT DEF,3516571.23
2013,8,100,SALARIES AND BENEFITS,3507948.76
2012,6,100,SALARIES AND BENEFITS,3507654.12
2016,4,100,SALARIES AND BENEFITS,3502475.58
2018,5,100,SALARIES AND BENEFITS,3488978.76
2018,8,100,SALARIES AND BENEFITS,3485083.97
2016,6,100,SALARIES AND BENEFITS,3484533.56
2012,2,100,SALARIES AND BENEFITS,3482736.3
2020,11,100,SALARIES AND BENEFITS,3472869.1
2018,2,100,SALARIES AND BENEFITS,3460765.61
2018,11,100,SALARIES AND BENEFITS,3448391.61
2015,7,100,SALARIES AND BENEFITS,3447017.13
2016,7,100,SALARIES AND BENEFITS,3446566.27
2019,11,100,SALARIES AND BENEFITS,3436828.23
2019,11,100,SALARIES AND BENEFITS,3436828.23
2018,9,100,SALARIES AND BENEFITS,3432006.54
2018,3,100,SALARIES AND BENEFITS,3430771.82
2012,9,100,SALARIES AND BENEFITS,3416814.3
2017,7,100,SALARIES AND BENEFITS,3399409.97
2019,5,100,SALARIES AND BENEFITS,3398420.97
2012,11,100,SALARIES AND BENEFITS,3394963.2
2016,12,100,SALARIES AND BENEFITS,3394470.16
2018,12,100,SALARIES AND BENEFITS,3393580.71
2018,4,100,SALARIES AND BENEFITS,3387924.23
2020,12,100,SALARIES AND BENEFITS,3387618.02
2020,11,100,SALARIES AND BENEFITS,3386929.04
2020,3,100,SALARIES AND BENEFITS,3386828.24
2015,1,100,SALARIES AND BENEFITS,3386461.76
2013,8,100,SALARIES AND BENEFITS,3383649.57
2018,10,100,SALARIES AND BENEFITS,3380767.17
2013,12,100,SALARIES AND BENEFITS,3380200.73
2016,10,100,SALARIES AND BENEFITS,3379191.47
2013,11,100,SALARIES AND BENEFITS,3378493
2016,5,100,SALARIES AND BENEFITS,3378373.12
2016,3,100,SALARIES AND BENEFITS,3375827.58
2016,11,100,SALARIES AND BENEFITS,3367682.04
2019,4,100,SALARIES AND BENEFITS,3361480.39
2020,10,100,SALARIES AND BENEFITS,3357293.46
2013,9,100,SALARIES AND BENEFITS,3351814.94
2019,3,100,SALARIES AND BENEFITS,3339365.47
2019,8,100,SALARIES AND BENEFITS,3337535.25
2019,12,100,SALARIES AND BENEFITS,3334780.58
2019,10,100,SALARIES AND BENEFITS,3330274.37
2016,9,100,SALARIES AND BENEFITS,3328100
2019,9,100,SALARIES AND BENEFITS,3292953.98
2012,4,100,SALARIES AND BENEFITS,3270581.69
2020,4,100,SALARIES AND BENEFITS,3268473.74
2016,9,100,SALARIES AND BENEFITS,3262373.74
2019,9,100,SALARIES AND BENEFITS,3260473.31
2016,7,100,SALARIES AND BENEFITS,3254713.1
2012,10,100,SALARIES AND BENEFITS,3247386.73
2013,7,100,SALARIES AND BENEFITS,3244297.83
2014,7,100,SALARIES AND BENEFITS,3234735.59
2013,10,100,SALARIES AND BENEFITS,3233341.86
2015,4,100,SALARIES AND BENEFITS,3228466.88
2015,6,100,SALARIES AND BENEFITS,3218113.95
2016,2,100,SALARIES AND BENEFITS,3216060.9
2014,3,100,SALARIES AND BENEFITS,3214905.06
2017,8,100,SALARIES AND BENEFITS,3208615.98
2019,10,100,SALARIES AND BENEFITS,3206281.83
2018,10,100,SALARIES AND BENEFITS,3201455.29
2015,7,100,SALARIES AND BENEFITS,3198790.27
2015,3,100,SALARIES AND BENEFITS,3187323.69
2019,8,100,SALARIES AND BENEFITS,3183904.84
2016,7,100,SALARIES AND BENEFITS,3182537.81
2020,3,100,SALARIES AND BENEFITS,3175033.7
2012,6,339,NOT DEF,3165895.44
2015,10,100,SALARIES AND BENEFITS,3164415.12
2012,8,100,SALARIES AND BENEFITS,3164034.27
2012,7,100,SALARIES AND BENEFITS,3163876.37
2017,8,100,SALARIES AND BENEFITS,3162554.08
2016,2,100,SALARIES AND BENEFITS,3158333.55
2015,7,100,SALARIES AND BENEFITS,3157331.49
2015,5,100,SALARIES AND BENEFITS,3152054.66
2019,11,100,SALARIES AND BENEFITS,3149908.88
2019,11,100,SALARIES AND BENEFITS,3149908.88
2012,9,100,SALARIES AND BENEFITS,3135293.66
2020,12,100,SALARIES AND BENEFITS,3132692.38
2014,4,100,SALARIES AND BENEFITS,3132451.31
2019,1,100,SALARIES AND BENEFITS,3131919.78
2019,1,100,SALARIES AND BENEFITS,3131919.78
2017,7,100,SALARIES AND BENEFITS,3125019.18
2019,5,100,SALARIES AND BENEFITS,3115552.95
2014,9,100,SALARIES AND BENEFITS,3115524.53
2016,8,100,SALARIES AND BENEFITS,3114734.8
2015,2,100,SALARIES AND BENEFITS,3113931.42
2019,4,100,SALARIES AND BENEFITS,3104409.85
2018,2,100,SALARIES AND BENEFITS,3100252.78
2018,1,100,SALARIES AND BENEFITS,3098806.33
2017,5,100,SALARIES AND BENEFITS,3097635.03
2014,4,100,SALARIES AND BENEFITS,3095510.35
2018,9,100,SALARIES AND BENEFITS,3090881.84
2020,2,100,SALARIES AND BENEFITS,3089245.04
2014,5,100,SALARIES AND BENEFITS,3075490.44
2020,4,100,SALARIES AND BENEFITS,3073965.39
2019,2,100,SALARIES AND BENEFITS,3072184.12
2019,2,100,SALARIES AND BENEFITS,3072184.12
2018,10,100,SALARIES AND BENEFITS,3070127.94
2019,1,100,SALARIES AND BENEFITS,3069996.02
2019,1,100,SALARIES AND BENEFITS,3069996.02
2015,9,100,SALARIES AND BENEFITS,3068330.49
2014,6,100,SALARIES AND BENEFITS,3064975.2
2013,4,100,SALARIES AND BENEFITS,3064082.18
2020,1,100,SALARIES AND BENEFITS,3063128.24
2015,8,100,SALARIES AND BENEFITS,3061289.74
2020,3,100,SALARIES AND BENEFITS,3060036.71
2015,9,100,SALARIES AND BENEFITS,3051533.7
2015,11,100,SALARIES AND BENEFITS,3048463.73
2018,8,100,SALARIES AND BENEFITS,3047318.39
2017,4,100,SALARIES AND BENEFITS,3046231.43
2013,2,100,SALARIES AND BENEFITS,3038575.33
2015,12,100,SALARIES AND BENEFITS,3032660.67
2020,2,100,SALARIES AND BENEFITS,3029360.64
2018,2,100,SALARIES AND BENEFITS,3029138.07
2019,3,100,SALARIES AND BENEFITS,3024503.41
2017,4,339,NOT DEF,3015870.5
2019,4,100,SALARIES AND BENEFITS,3010942.02
2011,6,339,NOT DEF,3009506
2018,9,100,EQUIPMENT,3003097.75
2015,3,100,SALARIES AND BENEFITS,3002134.45
2011,6,339,NOT DEF,3000000
2012,6,51Y,NOT DEF,3000000
2013,5,339,NOT DEF,3000000
2014,3,339,NOT DEF,3000000
2014,2,100,SALARIES AND BENEFITS,2995151.65
2014,1,100,SALARIES AND BENEFITS,2990945.2
2013,4,100,SALARIES AND BENEFITS,2986720.57
2016,5,100,SALARIES AND BENEFITS,2985313.9
2012,4,100,SALARIES AND BENEFITS,2984259.19
2020,4,100,SALARIES AND BENEFITS,2983802.57
2018,5,100,SALARIES AND BENEFITS,2978625.71
2020,4,100,SALARIES AND BENEFITS,2975035.31
2013,10,100,SALARIES AND BENEFITS,2974002.53
2014,12,100,SALARIES AND BENEFITS,2973156.46
2019,10,100,SALARIES AND BENEFITS,2971787.93
2017,5,100,SALARIES AND BENEFITS,2968823.85
2013,6,100,SALARIES AND BENEFITS,2962780.04
2012,10,100,SALARIES AND BENEFITS,2960029.73
2017,9,100,SALARIES AND BENEFITS,2957519.28
2012,8,100,SALARIES AND BENEFITS,2956908.27
2016,1,100,SALARIES AND BENEFITS,2955439.94
2014,9,100,SALARIES AND BENEFITS,2954208.11
2018,4,100,SALARIES AND BENEFITS,2951338.55
2012,9,100,SALARIES AND BENEFITS,2951330.82
2019,9,100,SALARIES AND BENEFITS,2949809.4
2016,6,100,SALARIES AND BENEFITS,2945861.58
2014,3,100,SALARIES AND BENEFITS,2945677.13
2018,9,100,SALARIES AND BENEFITS,2945198.74
2019,5,100,SALARIES AND BENEFITS,2940940.55
2018,3,100,SALARIES AND BENEFITS,2940790.92
2020,1,100,SALARIES AND BENEFITS,2940018.11
2020,2,100,SALARIES AND BENEFITS,2937829.31
2014,8,100,SALARIES AND BENEFITS,2933163.29
2013,3,100,SALARIES AND BENEFITS,2930024.97
2016,3,100,SALARIES AND BENEFITS,2929989.25
2016,10,100,SALARIES AND BENEFITS,2929471.19
2018,11,100,SALARIES AND BENEFITS,2929332.26
2018,12,100,SALARIES AND BENEFITS,2928932.86
2012,1,100,SALARIES AND BENEFITS,2927504.21
2020,11,100,SALARIES AND BENEFITS,2926709.44
2016,4,100,SALARIES AND BENEFITS,2924947.08
2019,8,100,SALARIES AND BENEFITS,2922989.74
2012,2,100,SALARIES AND BENEFITS,2922204.91
2016,2,100,SALARIES AND BENEFITS,2921617.07
2020,3,100,EXPENSES,2920421.28
2013,1,100,SALARIES AND BENEFITS,2916048.37
2020,11,100,EXPENSES,2907501.95
2019,11,100,SALARIES AND BENEFITS,2907377.39
2019,11,100,SALARIES AND BENEFITS,2907377.39
2014,11,100,SALARIES AND BENEFITS,2907347.04
2018,8,100,SALARIES AND BENEFITS,2903598.45
2012,1,100,SALARIES AND BENEFITS,2900096.8
2012,11,100,SALARIES AND BENEFITS,2895922.33
2016,12,100,SALARIES AND BENEFITS,2893502.21
2017,8,100,SALARIES AND BENEFITS,2888875.91
2019,3,100,SALARIES AND BENEFITS,2887732.55
2013,5,100,SALARIES AND BENEFITS,2879786.75
2012,6,100,SALARIES AND BENEFITS,2874256.21
2014,10,100,SALARIES AND BENEFITS,2873687
2020,10,100,SALARIES AND BENEFITS,2868856.16
2016,3,339,NOT DEF,2868773.42
2018,11,100,SALARIES AND BENEFITS,2866508.53
2019,12,100,SALARIES AND BENEFITS,2863831.31
2016,8,100,SALARIES AND BENEFITS,2862490.21
2016,12,298,NOT DEF,2858410.56
2017,8,100,SALARIES AND BENEFITS,2855934.31
2014,7,100,SALARIES AND BENEFITS,2854335.6
2016,11,100,SALARIES AND BENEFITS,2851339.87
2013,8,100,SALARIES AND BENEFITS,2842154.39
2018,1,100,SALARIES AND BENEFITS,2836623.03
2012,2,100,SALARIES AND BENEFITS,2824827.53
2012,3,100,SALARIES AND BENEFITS,2817865.38
2017,7,100,SALARIES AND BENEFITS,2816223.67
2016,10,100,SALARIES AND BENEFITS,2802238.55
2011,6,44D,NOT DEF,2800294.04
2020,1,100,SALARIES AND BENEFITS,2799950.49
2013,7,100,SALARIES AND BENEFITS,2796112.01
2013,12,100,SALARIES AND BENEFITS,2792139.24
2015,5,298,NOT DEF,2785668.22
2013,9,100,SALARIES AND BENEFITS,2782965.38
2011,6,274,NOT DEF,2782638.18
2012,8,100,SALARIES AND BENEFITS,2780453.72
2012,3,100,SALARIES AND BENEFITS,2765468.6
2019,2,100,SALARIES AND BENEFITS,2760438.88
2019,2,100,SALARIES AND BENEFITS,2760438.88
2012,6,100,SALARIES AND BENEFITS,2754523.71
2016,12,100,EQUIPMENT,2753911.15
2013,11,100,SALARIES AND BENEFITS,2746154.56
2012,12,100,SALARIES AND BENEFITS,2739964.17
2019,2,100,SALARIES AND BENEFITS,2730574.27
2019,2,100,SALARIES AND BENEFITS,2730574.27
2012,5,100,SALARIES AND BENEFITS,2729809.61
2020,11,100,SALARIES AND BENEFITS,2723814.53
2012,11,100,SALARIES AND BENEFITS,2716152.4
2012,5,100,SALARIES AND BENEFITS,2714348.11
2014,7,100,SALARIES AND BENEFITS,2709367.7
2011,6,274,NOT DEF,2702444.19
2019,5,100,EXPENSES,2701823.55
2017,8,100,EXPENSES,2701227.47
2015,6,100,EXPENSES,2699921.39
2018,8,100,EXPENSES,2691314.4
2013,7,100,SALARIES AND BENEFITS,2687121.28
2018,4,100,SALARIES AND BENEFITS,2685106.11
2016,7,100,SALARIES AND BENEFITS,2677868.21
2019,3,100,SALARIES AND BENEFITS,2659001.72
2016,7,100,SALARIES AND BENEFITS,2653191.36
2019,1,100,SALARIES AND BENEFITS,2647707.15
2019,1,100,SALARIES AND BENEFITS,2647707.15
2016,2,100,SALARIES AND BENEFITS,2638658.58
2011,6,48Y,NOT DEF,2638620.49
2011,6,51Y,NOT DEF,2631480
2011,6,51Y,NOT DEF,2629884.84
2011,6,26E,NOT DEF,2611851.25
2019,5,100,SALARIES AND BENEFITS,2610637.28
2015,5,100,EXPENSES,2601931.89
2019,11,100,SALARIES AND BENEFITS,2596505.23
2019,11,100,SALARIES AND BENEFITS,2596505.23
2019,4,100,SALARIES AND BENEFITS,2592227.84
2018,2,100,SALARIES AND BENEFITS,2591649.68
2020,10,100,SALARIES AND BENEFITS,2590810.9
2018,5,100,EXPENSES,2576050.49
2015,7,100,SALARIES AND BENEFITS,2566583.38
2013,6,51Y,NOT DEF,2561602.65
2016,8,100,EXPENSES,2551683.1
2014,7,100,SALARIES AND BENEFITS,2538862.42
2018,4,100,SALARIES AND BENEFITS,2528917.18
2018,5,100,SALARIES AND BENEFITS,2524078.29
2019,8,100,SALARIES AND BENEFITS,2513233.46
2017,7,100,SALARIES AND BENEFITS,2508681.5
2019,9,100,SALARIES AND BENEFITS,2508645.11
2016,8,100,SALARIES AND BENEFITS,2504809.5
2018,9,339,NOT DEF,2503930.02
2015,7,100,SALARIES AND BENEFITS,2503258.79
2015,8,100,EXPENSES,2502048.63
2019,10,100,SALARIES AND BENEFITS,2498030.45
2015,3,100,SALARIES AND BENEFITS,2496198.68
2019,7,100,SALARIES AND BENEFITS,2486421.7
2016,7,100,SALARIES AND BENEFITS,2483250.72
2015,7,100,SALARIES AND BENEFITS,2472866.54
2013,7,100,SALARIES AND BENEFITS,2471778.3
2017,4,100,SALARIES AND BENEFITS,2467065.11
2018,10,100,SALARIES AND BENEFITS,2455465.84
2016,1,100,SALARIES AND BENEFITS,2454732.2
2018,2,100,EXPENSES,2452132.96
2014,7,100,SALARIES AND BENEFITS,2442728.23
2018,3,100,SALARIES AND BENEFITS,2423457.28
2016,8,100,SALARIES AND BENEFITS,2418550.48
2012,7,100,SALARIES AND BENEFITS,2411080.52
2015,3,100,SALARIES AND BENEFITS,2406861.87
2016,9,100,EQUIPMENT,2400020.96
2012,2,100,SALARIES AND BENEFITS,2386828.99
2011,6,26F,NOT DEF,2381562.79
2011,6,26F,NOT DEF,2377122.49
2015,7,100,SALARIES AND BENEFITS,2375182.03
2018,12,100,SALARIES AND BENEFITS,2374091.31
2013,6,554,NOT DEF,2372524.51
2018,11,100,SALARIES AND BENEFITS,2371532.92
2020,3,100,SALARIES AND BENEFITS,2364092.06
2018,8,100,SALARIES AND BENEFITS,2361785.62
2020,10,100,EXPENSES,2349717.68
2013,7,100,SALARIES AND BENEFITS,2348959.43
2012,3,100,SALARIES AND BENEFITS,2348836.91
2011,6,26F,NOT DEF,2341722.15
2018,9,100,SALARIES AND BENEFITS,2322779.55
2018,12,554,NOT DEF,2320872.69
2017,4,100,SALARIES AND BENEFITS,2315920.81
2017,7,100,EQUIPMENT,2312474.87
2012,7,100,SALARIES AND BENEFITS,2309592.4
2011,6,44D,NOT DEF,2309370.22
2020,4,100,SALARIES AND BENEFITS,2301486.38
2014,8,100,EXPENSES,2298057.32
2015,9,100,SALARIES AND BENEFITS,2292173.56
2019,1,100,SALARIES AND BENEFITS,2287255.44
2019,1,100,SALARIES AND BENEFITS,2287255.44
2019,7,100,SALARIES AND BENEFITS,2277293.84
2020,2,100,SALARIES AND BENEFITS,2273732.84
2016,7,100,SALARIES AND BENEFITS,2266754.43
2016,11,100,SALARIES AND BENEFITS,2266650.22
2019,1,100,SALARIES AND BENEFITS,2253619.48
2019,1,100,SALARIES AND BENEFITS,2253619.48
2014,6,100,EXPENSES,2253161.45
2017,5,100,SALARIES AND BENEFITS,2252882.56
2016,4,100,SALARIES AND BENEFITS,2247244.72
2012,1,100,SALARIES AND BENEFITS,2243913.37
2015,7,100,SALARIES AND BENEFITS,2243372.17
2020,1,100,SALARIES AND BENEFITS,2242532.63
2011,6,339,NOT DEF,2239084.68
2019,4,339,NOT DEF,2238497.24
2019,2,100,SALARIES AND BENEFITS,2230851.56
2019,2,100,SALARIES AND BENEFITS,2230851.56
2020,1,100,SALARIES AND BENEFITS,2228298.45
2016,7,100,SALARIES AND BENEFITS,2222037.06
2019,7,100,SALARIES AND BENEFITS,2220051.94
2012,6,26N,NOT DEF,2215634.24
2019,10,100,SALARIES AND BENEFITS,2211525.09
2015,9,100,SALARIES AND BENEFITS,2211030.74
2014,4,100,SALARIES AND BENEFITS,2208270.11
2013,8,100,SALARIES AND BENEFITS,2201532.63
2020,10,100,SALARIES AND BENEFITS,2196364.72
2019,3,100,SALARIES AND BENEFITS,2196303.65
2019,5,100,SALARIES AND BENEFITS,2196166.35
2015,2,100,SALARIES AND BENEFITS,2195588.67
2013,9,100,SALARIES AND BENEFITS,2193033.91
2017,7,100,SALARIES AND BENEFITS,2192751.29
2019,11,100,SALARIES AND BENEFITS,2185089.74
2019,11,100,SALARIES AND BENEFITS,2185089.74
2019,4,100,SALARIES AND BENEFITS,2184256.64
2016,6,100,SALARIES AND BENEFITS,2183833.42
2018,5,100,SALARIES AND BENEFITS,2183085.58
2019,7,100,SALARIES AND BENEFITS,2175191.65
2019,8,100,SALARIES AND BENEFITS,2170507.29
2017,4,100,SALARIES AND BENEFITS,2165394.72
2020,11,100,SALARIES AND BENEFITS,2164938.41
2019,7,100,SALARIES AND BENEFITS,2164101.7
2012,8,100,SALARIES AND BENEFITS,2163367.75
2019,9,100,SALARIES AND BENEFITS,2160617.6
2017,9,100,SALARIES AND BENEFITS,2153106.55
2017,5,100,SALARIES AND BENEFITS,2152059.56
2020,2,100,SALARIES AND BENEFITS,2142167.06
2015,4,100,SALARIES AND BENEFITS,2137965.88
2014,2,100,SALARIES AND BENEFITS,2137834.83
2014,1,100,SALARIES AND BENEFITS,2137324.3
2020,10,100,SALARIES AND BENEFITS,2136609.34
2018,4,100,SALARIES AND BENEFITS,2131852.51
2016,12,100,SALARIES AND BENEFITS,2131594.06
2018,3,100,SALARIES AND BENEFITS,2131281.29
2020,4,100,SALARIES AND BENEFITS,2131166.86
2015,12,100,SALARIES AND BENEFITS,2127613.72
2016,6,100,SALARIES AND BENEFITS,2126612.83
2018,2,100,SALARIES AND BENEFITS,2126500.47
2014,2,100,SALARIES AND BENEFITS,2122546.7
